status, species, listing name, link, spcode
E,"Bat, gray","Myotis grisescens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A04J,A04J
E,"Bat, Indiana","Myotis sodalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A000,A000
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Bat, Ozark big-eared","Corynorhinus (=Plecotus) townsendii ingens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A075,A075
T,"Cavefish, Ozark","Amblyopsis rosae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E02J,E02J
E,"Cavesnail, Tumbling Creek","Antrobia culveri",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G04I,G04I
E,"crayfish, Benton County cave","Cambarus aculabrum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02J,K02J
T,"Darter, Niangua","Etheostoma nianguae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E02B,E02B
E,"Dragonfly, Hine's emerald","Somatochlora hineana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I06P,I06P
E,"Hellbender, Ozark","Cryptobranchus alleganiensis bishopi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D032,D032
E,"Higgins eye (pearlymussel)","Lampsilis higginsii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F009,F009
T,"Knot, red","Calidris canutus rufa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DM,B0DM
T,"Madtom, Neosho","Noturus placidus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E03S,E03S
E,"Mapleleaf, winged","Quadrula fragosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00C,F00C
E,"Mucket, Neosho","Lampsilis rafinesqueana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00F,F00F
E,"Mucket, pink (pearlymussel)","Lampsilis abrupta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00G,F00G
E,"Mussel, scaleshell","Leptodea leptodon",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00W,F00W
E,"Mussel, sheepnose","Plethobasus cyphyus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F046,F046
E,"Mussel, snuffbox","Epioblasma triquetra",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03J,F03J
E,"Pearlymussel, Curtis","Epioblasma florentina curtisii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00J,F00J
E,"Pocketbook, fat","Potamilus capax",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00T,F00T
T,"Rabbitsfoot","Quadrula cylindrica cylindrica",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03X,F03X
E,"Sculpin, Grotto","Cottus specus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0AC,E0AC
E,"Shiner, Topeka","Notropis topeka (=tristis)",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E07R,E07R
E,"Spectaclecase (mussel)","Cumberlandia monodonta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00X,F00X
E,"Sturgeon, pallid","Scaphirhynchus albus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06X,E06X
E,"Tern, least","Sterna antillarum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07N,B07N
E,"Woodpecker, red-cockaded","Picoides borealis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B04F,B04F
