status, species, listing name, link, spcode
E,"Amphipod, Hay's Spring","Stygobromus hayi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K004,K004
E,"Bat, Indiana","Myotis sodalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A000,A000
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Darter, Maryland","Etheostoma sellare",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E003,E003
T,"Knot, red","Calidris canutus rufa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DM,B0DM
T,"Plover, piping","Charadrius melodus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B079,B079
E,"Sea turtle, hawksbill","Eretmochelys imbricata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00E,C00E
E,"Sea turtle, leatherback","Dermochelys coriacea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00F,C00F
T,"Tiger beetle, Northeastern beach","Cicindela dorsalis dorsalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I02C,I02C
T,"Tiger beetle, Puritan","Cicindela puritana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I02D,I02D
T,"turtle, bog","Clemmys muhlenbergii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C048,C048
E,"Wedgemussel, dwarf","Alasmidonta heterodon",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F029,F029
