status, species, listing name, link, spcode
E,"Acornshell, southern","Epioblasma othcaloogensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02D,F02D
E,"Bat, gray","Myotis grisescens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A04J,A04J
E,"Bat, Indiana","Myotis sodalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A000,A000
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Bat, Virginia big-eared","Corynorhinus (=Plecotus) townsendii virginianus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A080,A080
E,"Bean, Cumberland (pearlymussel)","Villosa trabalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F000,F000
E,"Bean, purple","Villosa perpurpurea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F001,F001
E,"Bean, rayed","Villosa fabalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01A,F01A
E,"Blossom, green (pearlymussel)","Epioblasma torulosa gubernaculum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F002,F002
E,"Blossom, tubercled (pearlymussel)","Epioblasma torulosa torulosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F003,F003
E,"Blossom, turgid (pearlymussel)","Epioblasma turgidula",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F004,F004
E,"Blossom, yellow (pearlymussel)","Epioblasma florentina florentina",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F005,F005
T,"Chub, slender","Erimystax cahni",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01X,E01X
T,"Chub, spotfin","Erimonax monachus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E012,E012
E,"Clubshell","Pleurobema clava",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01D,F01D
E,"Clubshell, ovate","Pleurobema perovatum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F035,F035
E,"Clubshell, southern","Pleurobema decisum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F036,F036
E,"Combshell, Cumberlandian","Epioblasma brevidens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01F,F01F
E,"Combshell, upland","Epioblasma metastriata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02F,F02F
E,"Crayfish, Nashville","Orconectes shoupi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K01S,K01S
T,"Dace, blackside","Phoxinus cumberlandensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05I,E05I
E,"dace, Laurel","Chrosomus saylori",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0AR,E0AR
E,"Darter, amber","Percina antesella",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05F,E05F
E,"darter, bluemask","Etheostoma akatulo",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E076,E076
E,"Darter, boulder","Etheostoma wapiti",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05P,E05P
E,"Darter, Cumberland","Etheostoma susanae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05R,E05R
E,"Darter, duskytail","Etheostoma percnurum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E078,E078
T,"Darter, goldline","Percina aurolineata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05S,E05S
T,"Darter, slackwater","Etheostoma boschungi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01B,E01B
T,"Darter, snail","Percina tanasi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E010,E010
T,"Darter, trispot","Etheostoma trisella",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05G,E05G
E,"Elktoe, Appalachian","Alasmidonta raveneliana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01J,F01J
E,"Elktoe, Cumberland","Alasmidonta atropurpurea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01K,F01K
E,"Fanshell","Cyprogenia stegaria",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02H,F02H
E,"Kidneyshell, fluted","Ptychobranchus subtentum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F041,F041
E,"Kidneyshell, triangular","Ptychobranchus greenii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F037,F037
E,"Lampmussel, Alabama","Lampsilis virescens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00A,F00A
E,"Lilliput, pale (pearlymussel)","Toxolasma cylindrellus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00B,F00B
E,"Logperch, Conasauga","Percina jenkinsi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05H,E05H
E,"Madtom, chucky","Noturus crypticus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E07F,E07F
E,"Madtom, pygmy","Noturus stanauli",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E03T,E03T
E,"Madtom, smoky","Noturus baileyi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E02C,E02C
T,"Madtom, yellowfin","Noturus flavipinnis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01Y,E01Y
E,"Mapleleaf, winged","Quadrula fragosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00C,F00C
E,"Marstonia, royal (snail)","Pyrgulopsis ogmorhaphe",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G027,G027
T,"Moccasinshell, Alabama","Medionidus acutissimus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F038,F038
E,"Moccasinshell, Coosa","Medionidus parvulus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F039,F039
E,"Monkeyface, Appalachian (pearlymussel)","Quadrula sparsa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00D,F00D
E,"Monkeyface, Cumberland (pearlymussel)","Quadrula intermedia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00E,F00E
E,"Mucket, pink (pearlymussel)","Lampsilis abrupta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00G,F00G
E,"Mussel, oyster","Epioblasma capsaeformis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01T,F01T
E,"Mussel, sheepnose","Plethobasus cyphyus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F046,F046
E,"Mussel, snuffbox","Epioblasma triquetra",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03J,F03J
E,"Pearlymussel, birdwing","Lemiox rimosus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00I,F00I
E,"Pearlymussel, cracking","Hemistena lata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01X,F01X
E,"Pearlymussel, dromedary","Dromus dromas",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00K,F00K
E,"Pearlymussel, littlewing","Pegias fabula",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00L,F00L
E,"Pearlymussel, slabside","Pleuronaia dolabelloides",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01Y,F01Y
E,"Pigtoe, Cumberland","Pleurobema gibberum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F033,F033
E,"Pigtoe, finerayed","Fusconaia cuneolus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00O,F00O
E,"Pigtoe, Georgia","Pleurobema hanleyianum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03Z,F03Z
E,"Pigtoe, rough","Pleurobema plenum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00P,F00P
E,"Pigtoe, shiny","Fusconaia cor",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00Q,F00Q
E,"Pigtoe, southern","Pleurobema georgianum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03B,F03B
E,"Pimpleback, orangefoot (pearlymussel)","Plethobasus cooperianus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00R,F00R
E,"Pocketbook, fat","Potamilus capax",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00T,F00T
T,"Pocketbook, finelined","Lampsilis altilis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02X,F02X
T,"Rabbitsfoot","Quadrula cylindrica cylindrica",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03X,F03X
E,"Rabbitsfoot, rough","Quadrula cylindrica strigillata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00V,F00V
E,"Riffleshell, tan","Epioblasma florentina walkeri (=E. walkeri)",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F010,F010
E,"Ring pink (mussel)","Obovaria retusa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00S,F00S
E,"Riversnail, Anthony's","Athearnia anthonyi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G016,G016
T,"Shiner, blue","Cyprinella caerulea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05Y,E05Y
T,"Snail, painted snake coiled forest","Anguispira picta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G00W,G00W
E,"Spectaclecase (mussel)","Cumberlandia monodonta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00X,F00X
E,"Spider, spruce-fir moss","Microhexura montivaga",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J014,J014
E,"Squirrel, Carolina northern flying","Glaucomys sabrinus coloratus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A09M,A09M
E,"Sturgeon, pallid","Scaphirhynchus albus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06X,E06X
E,"Tern, least","Sterna antillarum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07N,B07N
E,"Wartyback, white (pearlymussel)","Plethobasus cicatricosus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00M,F00M
