status, species, listing name, link, spcode
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Heelsplitter, Carolina","Lasmigona decorata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02L,F02L
T,"Knot, red","Calidris canutus rufa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DM,B0DM
T,"Manatee, West Indian","Trichechus manatus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A007,A007
T,"Plover, piping","Charadrius melodus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B079,B079
T,"Salamander, frosted flatwoods","Ambystoma cingulatum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D013,D013
T,"Sea turtle, green","Chelonia mydas",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00S,C00S
E,"Sea turtle, Kemp's ridley","Lepidochelys kempii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00O,C00O
E,"Sea turtle, leatherback","Dermochelys coriacea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00F,C00F
T,"Sea turtle, loggerhead","Caretta caretta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00U,C00U
T,"Stork, wood","Mycteria americana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06O,B06O
E,"Sturgeon, shortnose","Acipenser brevirostrum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00B,E00B
E,"Warbler, Kirtland's","Setophaga kirtlandii (= Dendroica kirtlandii)",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B03I,B03I
E,"Warbler (=wood), Bachman's","Vermivora bachmanii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B03G,B03G
E,"Woodpecker, red-cockaded","Picoides borealis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B04F,B04F
