status, species, listing name, link, spcode
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Beetle, American burying","Nicrophorus americanus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I028,I028
E,"Crane, whooping","Grus americana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B003,B003
E,"Curlew, Eskimo","Numenius borealis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B01A,B01A
T,"Knot, red","Calidris canutus rufa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DM,B0DM
E,"Mussel, scaleshell","Leptodea leptodon",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00W,F00W
T,"Plover, piping","Charadrius melodus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B079,B079
E,"Shiner, Topeka","Notropis topeka (=tristis)",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E07R,E07R
E,"Sturgeon, pallid","Scaphirhynchus albus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06X,E06X
E,"Tern, least","Sterna antillarum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07N,B07N
E,"Tiger beetle, Salt Creek","Cicindela nevadica lincolniana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0QR,I0QR
