status, species, listing name, link, spcode
E,"Bat, gray","Myotis grisescens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A04J,A04J
E,"Bat, Indiana","Myotis sodalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A000,A000
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Bat, Virginia big-eared","Corynorhinus (=Plecotus) townsendii virginianus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A080,A080
E,"Bean, Cumberland (pearlymussel)","Villosa trabalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F000,F000
E,"Bean, purple","Villosa perpurpurea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F001,F001
E,"Bean, rayed","Villosa fabalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01A,F01A
E,"Blossom, green (pearlymussel)","Epioblasma torulosa gubernaculum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F002,F002
E,"Bumble bee, Rusty patched","Bombus affinis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0WI,I0WI
E,"Butterfly, Mitchell's satyr","Neonympha mitchellii mitchellii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I00K,I00K
T,"Chub, slender","Erimystax cahni",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01X,E01X
T,"Chub, spotfin","Erimonax monachus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E012,E012
E,"Combshell, Cumberlandian","Epioblasma brevidens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01F,F01F
T,"Crayfish, Big Sandy","Cambarus callainus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K03K,K03K
T,"Dace, blackside","Phoxinus cumberlandensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05I,E05I
E,"Darter, candy","Etheostoma osburni",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E03K,E03K
E,"Darter, duskytail","Etheostoma percnurum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E078,E078
E,"Fanshell","Cyprogenia stegaria",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02H,F02H
E,"Isopod, Lee County cave","Lirceus usdagalun",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02C,K02C
T,"Isopod, Madison Cave","Antrolana lira",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K008,K008
E,"Kidneyshell, fluted","Ptychobranchus subtentum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F041,F041
T,"Knot, red","Calidris canutus rufa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DM,B0DM
T,"Lance, yellow","Elliptio lanceolata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03I,F03I
E,"Logperch, Roanoke","Percina rex",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01G,E01G
T,"Madtom, yellowfin","Noturus flavipinnis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01Y,E01Y
E,"Monkeyface, Appalachian (pearlymussel)","Quadrula sparsa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00D,F00D
E,"Monkeyface, Cumberland (pearlymussel)","Quadrula intermedia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00E,F00E
