status, species, listing name, link, spcode
T,"Catchfly, Spalding's","Silene spaldingii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1P9,Q1P9
T,"Checker-mallow, Nelson's","Sidalcea nelsoniana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q21M,Q21M
E,"Daisy, Willamette","Erigeron decumbens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2TF,Q2TF
E,"Desert-parsley, Bradshaw's","Lomatium bradshawii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1YN,Q1YN
T,"Four-o'clock, MacFarlane's","Mirabilis macfarlanei",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1ZF,Q1ZF
E,"Fritillary, Gentner's","Fritillaria gentneri",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0V6,Q0V6
T,"Howellia, water","Howellia aquatilis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2RM,Q2RM
E,"Lily, Western","Lilium occidentale",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1Y0,Q1Y0
E,"Lomatium, Cook's","Lomatium cookii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q356,Q356
T,"Lupine, Kincaid's","Lupinus sulphureus ssp. kincaidii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q35E,Q35E
E,"meadowfoam, large-flowered woolly","Limnanthes pumila ssp. grandiflora",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2CL,Q2CL
E,"Milk-vetch, Applegate's","Astragalus applegatei",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q25T,Q25T
T,"Orcutt grass, slender","Orcuttia tenuis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1AZ,Q1AZ
T,"paintbrush, golden","Castilleja levisecta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q26U,Q26U
E,"popcornflower, rough","Plagiobothrys hirtus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1HU,Q1HU
E,"Rock-cress, McDonald's","Arabis macdonaldiana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1SX,Q1SX
T,"Thelypody, Howell''s spectacular","Thelypodium howellii ssp. spectabilis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2K9,Q2K9
E,"Tuctoria, Greene's","Tuctoria greenei",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q23K,Q23K
E,"Wire-lettuce, Malheur","Stephanomeria malheurensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q221,Q221
